secondsElapsed,wristMotion_rotationRateX,wristMotion_rotationRateY,wristMotion_rotationRateZ,wristMotion_gravityX,wristMotion_gravityY,wristMotion_gravityZ,wristMotion_accelerationX,wristMotion_accelerationY,wristMotion_accelerationZ,wristMotion_quaternionW,wristMotion_quaternionX,wristMotion_quaternionY,wristMotion_quaternionZ,weight,set,reps,activity,activityEncoded
0.0,,,,,,,,,,,,,,66.0,3.0,8.0,APULL,28
0.01,,,,,,,,,,,,,,66.0,3.0,8.0,APULL,28
0.02,,,,,,,,,,,,,,66.0,3.0,8.0,APULL,28
0.03,,,,,,,,,,,,,,66.0,3.0,8.0,APULL,28
0.04,,,,,,,,,,,,,,66.0,3.0,8.0,APULL,28
0.05,,,,,,,,,,,,,,66.0,3.0,8.0,APULL,28
0.06,,,,,,,,,,,,,,66.0,3.0,8.0,APULL,28
0.07,,,,,,,,,,,,,,66.0,3.0,8.0,APULL,28
0.08,,,,,,,,,,,,,,66.0,3.0,8.0,APULL,28
0.09,-0.012851,-0.011965,0.005007,0.062497,-0.023699,-0.997764,0.00072,0.001726,0.00518,0.999441,0.011854,0.031267,6.1e-05,66.0,3.0,8.0,APULL,28
0.1,-0.007164,-0.019119,0.004567,0.062239,-0.023422,-0.997786,0.002519,0.004883,0.002379,0.999446,0.011715,0.031138,8.9e-05,66.0,3.0,8.0,APULL,28
0.11,-0.002624,-0.017435,-0.001132,0.061978,-0.023228,-0.997807,0.00481,0.009861,0.001256,0.999452,0.011617,0.031007,9.9e-05,66.0,3.0,8.0,APULL,28
0.12,0.001087,-0.019212,-0.001432,0.061715,-0.023188,-0.997824,0.00579,0.014002,-0.00126,0.999456,0.011597,0.030875,9.5e-05,66.0,3.0,8.0,APULL,28
0.13,0.000165,-0.020491,0.000477,0.061456,-0.023213,-0.99784,0.007804,0.01009,0.00051,0.99946,0.01161,0.030746,8e-05,66.0,3.0,8.0,APULL,28
0.14,-0.005902,-0.025141,0.000114,0.061207,-0.023256,-0.997854,0.009305,0.007402,0.00057,0.999463,0.011632,0.030621,7.8e-05,66.0,3.0,8.0,APULL,28
0.15,-0.012211,-0.027275,0.00263,0.060938,-0.023277,-0.99787,0.011862,0.002907,0.001563,0.999467,0.011642,0.030486,9e-05,66.0,3.0,8.0,APULL,28
